Ilan_ID,Ilan_Tarihi,Marka,Model,Yil,KM,Vites,Yakit,Renk,Sehir,Fiyat_TL,Aciklama
101258,2026-05-07,Renault,Fluence,2017,135807,Yarı Otomatik,Dizel,Beyaz,Adana,546289,Sahibinden temiz 2017 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
101259,2026-04-27,Mercedes-Benz,C Serisi,2013,235722,Yarı Otomatik,Elektrik,Metalik Gri,Adana,996417,Sahibinden temiz 2013 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
101260,2026-04-19,Mercedes-Benz,C Serisi,2013,171787,Otomatik,Benzin,Beyaz,Gaziantep,1092319,Sahibinden temiz 2013 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
101261,2026-04-17,Renault,Fluence,2018,126209,Manuel,Dizel,Metalik Gri,Kocaeli,610686,Sahibinden temiz 2018 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
101262,2026-04-21,Toyota,Aurais,2012,141588,Yarı Otomatik,Dizel,Füme,Antalya,637618,Sahibinden temiz 2012 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
101263,2026-05-08,Renault,Fluence,2017,159126,Yarı Otomatik,Hibrit,Metalik Gri,Kocaeli,511311,Sahibinden temiz 2017 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
101264,2026-05-08,BMW,1 Serisi,2012,240672,Yarı Otomatik,Hibrit,Mavi,İzmir,938992,Sahibinden temiz 2012 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
101265,2026-04-27,Volkswagen,Golf,2012,187945,Otomatik,Elektrik,Gri (Gümüş),Bursa,568082,Sahibinden temiz 2012 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
101266,2026-05-02,Mercedes-Benz,E Serisi,2023,57253,Yarı Otomatik,Elektrik,Metalik Gri,İstanbul,1764120,Sahibinden temiz 2023 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
101267,2026-05-04,Mercedes-Benz,C Serisi,2020,84580,Otomatik,Benzin,Füme,İzmir,1573130,Sahibinden temiz 2020 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
101268,2026-04-25,Renault,Symbol,2019,84174,Manuel,Benzin,Füme,Kocaeli,723739,Sahibinden temiz 2019 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
101269,2026-05-07,BMW,5 Serisi,2018,143481,Yarı Otomatik,Benzin,Siyah,Antalya,1384778,Sahibinden temiz 2018 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
101270,2026-04-19,Toyota,Corolla,2020,110893,Otomatik,LPG & Benzin,Kırmızı,Adana,1083660,Sahibinden temiz 2020 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
101271,2026-04-18,Mercedes-Benz,A Serisi,2021,95344,Yarı Otomatik,Benzin,Beyaz,Gaziantep,1606984,Sahibinden temiz 2021 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
101272,2026-04-16,Toyota,Corolla,2023,57872,Manuel,Benzin,Gri (Gümüş),Bursa,1313192,Sahibinden temiz 2023 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
101273,2026-04-25,Volkswagen,Golf,2011,215759,Manuel,Hibrit,Mavi,Bursa,476361,Sahibinden temiz 2011 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
101274,2026-05-12,Renault,Megane,2013,161194,Otomatik,Elektrik,Metalik Gri,İzmir,308209,Sahibinden temiz 2013 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
101275,2026-04-22,BMW,3 Serisi,2014,170284,Yarı Otomatik,Elektrik,Füme,Antalya,1144574,Sahibinden temiz 2014 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
101276,2026-04-28,Toyota,Yaris,2020,101949,Manuel,Dizel,Siyah,Ankara,1097076,Sahibinden temiz 2020 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
101277,2026-04-18,Fiat,Lineia,2022,74842,Manuel,Elektrik,Siyah,Antalya,887737,Sahibinden temiz 2022 model Fiat Lineia. Tüm bakımları zamanında yapılmıştır.
101278,2026-04-21,Volkswagen,Tiguan,2013,170980,Manuel,Hibrit,Füme,Adana,643530,Sahibinden temiz 2013 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
101279,2026-05-01,Volkswagen,Passat,2022,75141,Yarı Otomatik,Hibrit,Mavi,İzmir,1237288,Sahibinden temiz 2022 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
101280,2026-05-04,Renault,Megane,2015,129609,Otomatik,Elektrik,Metalik Gri,Gaziantep,455586,Sahibinden temiz 2015 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
101281,2026-05-03,Fiat,Fiorino,2021,92965,Manuel,Elektrik,Beyaz,Adana,810552,Sahibinden temiz 2021 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
101282,2026-04-30,Hyundai,Tucson,2020,120421,Yarı Otomatik,Elektrik,Mavi,Antalya,719368,Sahibinden temiz 2020 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
101283,2026-05-10,Toyota,Corolla,2020,84793,Yarı Otomatik,LPG & Benzin,Siyah,Bursa,1122810,Sahibinden temiz 2020 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
101284,2026-04-29,BMW,3 Serisi,2013,139659,Manuel,Benzin,Beyaz,Bursa,1140511,Sahibinden temiz 2013 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
101285,2026-05-06,Volkswagen,Polo,2010,191636,Otomatik,LPG & Benzin,Füme,Bursa,462546,Sahibinden temiz 2010 model Volkswagen Polo. Tüm bakımları zamanında yapılmıştır.
101286,2026-04-21,Fiat,Fiorino,2019,101478,Yarı Otomatik,Benzin,Beyaz,Ankara,697783,Sahibinden temiz 2019 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
101287,2026-05-09,Hyundai,i30,2025,31303,Yarı Otomatik,Benzin,Metalik Gri,Kocaeli,1103045,Sahibinden temiz 2025 model Hyundai i30. Tüm bakımları zamanında yapılmıştır.
101288,2026-04-25,BMW,3 Serisi,2021,98064,Otomatik,Dizel,Siyah,İzmir,1602904,Sahibinden temiz 2021 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
101289,2026-05-15,Renault,Symbol,2017,125459,Manuel,LPG & Benzin,Metalik Gri,İzmir,561811,Sahibinden temiz 2017 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
101290,2026-04-29,Fiat,Fiorino,2014,225100,Otomatik,LPG & Benzin,Gri (Gümüş),Adana,262350,Sahibinden temiz 2014 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
101291,2026-05-06,Volkswagen,Passat,2023,66491,Yarı Otomatik,Dizel,Beyaz,Gaziantep,1300263,Sahibinden temiz 2023 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
101292,2026-05-04,Toyota,Aurais,2011,242997,Manuel,Elektrik,Siyah,İzmir,435504,Sahibinden temiz 2011 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
101293,2026-04-24,BMW,1 Serisi,2021,78888,Yarı Otomatik,Elektrik,Gri (Gümüş),İzmir,1631668,Sahibinden temiz 2021 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
101294,2026-05-01,Toyota,Corolla,2022,65620,Otomatik,Hibrit,Beyaz,Bursa,1251570,Sahibinden temiz 2022 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
101295,2026-04-24,Volkswagen,Golf,2010,210990,Manuel,LPG & Benzin,Mavi,Antalya,433515,Sahibinden temiz 2010 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
101296,2026-05-03,Volkswagen,Tiguan,2024,48490,Yarı Otomatik,LPG & Benzin,Gri (Gümüş),Adana,1377265,Sahibinden temiz 2024 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
101297,2026-05-07,Hyundai,i20,2021,65692,Otomatik,Hibrit,Siyah,Kocaeli,851462,Sahibinden temiz 2021 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
101298,2026-04-16,Fiat,Fiorino,2021,109968,Manuel,Elektrik,Füme,Kocaeli,785048,Sahibinden temiz 2021 model Fiat Fiorino. Tüm bakımları zamanında yapılmıştır.
101299,2026-04-19,Hyundai,Tucson,2013,235560,Yarı Otomatik,Hibrit,Mavi,Antalya,250000,Sahibinden temiz 2013 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
101300,2026-04-19,Mercedes-Benz,C Serisi,2016,195291,Manuel,Hibrit,Füme,Bursa,1207063,Sahibinden temiz 2016 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
101301,2026-05-07,Hyundai,i20,2013,197912,Manuel,LPG & Benzin,Gri (Gümüş),Kocaeli,253132,Sahibinden temiz 2013 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
101302,2026-05-03,Toyota,Aurais,2024,40465,Manuel,LPG & Benzin,Mavi,Antalya,1389302,Sahibinden temiz 2024 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
101303,2026-04-20,Hyundai,Tucson,2022,85223,Otomatik,LPG & Benzin,Mavi,Bursa,872165,Sahibinden temiz 2022 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
101304,2026-04-26,BMW,1 Serisi,2025,28796,Otomatik,Dizel,Füme,İzmir,1906806,Sahibinden temiz 2025 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
101305,2026-05-04,Renault,Clio,2015,197759,Otomatik,Dizel,Füme,Kocaeli,353361,Sahibinden temiz 2015 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
101306,2026-05-06,Hyundai,i30,2012,207317,Manuel,Dizel,Gri (Gümüş),Kocaeli,250000,Sahibinden temiz 2012 model Hyundai i30. Tüm bakımları zamanında yapılmıştır.
101307,2026-04-18,BMW,1 Serisi,2022,38892,Otomatik,Dizel,Kırmızı,Bursa,1741662,Sahibinden temiz 2022 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
101308,2026-04-30,Hyundai,i30,2022,57158,Otomatik,Benzin,Metalik Gri,Antalya,914263,Sahibinden temiz 2022 model Hyundai i30. Tüm bakımları zamanında yapılmıştır.
101309,2026-04-25,Hyundai,Accent Blue,2020,70672,Yarı Otomatik,Benzin,Füme,İzmir,793992,Sahibinden temiz 2020 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
101310,2026-04-30,Mercedes-Benz,C Serisi,2020,82566,Manuel,LPG & Benzin,Siyah,Bursa,1576151,Sahibinden temiz 2020 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
101311,2026-05-06,Volkswagen,Tiguan,2010,268816,Otomatik,Elektrik,Gri (Gümüş),Ankara,346776,Sahibinden temiz 2010 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
101312,2026-04-21,Mercedes-Benz,E Serisi,2024,41714,Manuel,Dizel,Metalik Gri,Antalya,1837429,Sahibinden temiz 2024 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
101313,2026-05-14,Volkswagen,Tiguan,2014,142624,Manuel,Dizel,Metalik Gri,İzmir,736064,Sahibinden temiz 2014 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
101314,2026-04-16,Toyota,Aurais,2016,188386,Otomatik,LPG & Benzin,Mavi,İstanbul,767421,Sahibinden temiz 2016 model Toyota Aurais. Tüm bakımları zamanında yapılmıştır.
101315,2026-04-17,Volkswagen,Tiguan,2016,191080,Manuel,Hibrit,Metalik Gri,Bursa,763380,Sahibinden temiz 2016 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
101316,2026-04-28,Renault,Symbol,2015,158670,Otomatik,Dizel,Siyah,Adana,411995,Sahibinden temiz 2015 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
101317,2026-04-22,Fiat,Lineia,2014,223427,Manuel,Dizel,Kırmızı,Kocaeli,264859,Sahibinden temiz 2014 model Fiat Lineia. Tüm bakımları zamanında yapılmıştır.
101318,2026-04-19,Fiat,Punto,2018,152960,Otomatik,Hibrit,Kırmızı,Kocaeli,570560,Sahibinden temiz 2018 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
101319,2026-05-05,Renault,Fluence,2022,84301,Manuel,Dizel,Gri (Gümüş),Bursa,873548,Sahibinden temiz 2022 model Renault Fluence. Tüm bakımları zamanında yapılmıştır.
101320,2026-04-19,Fiat,Lineia,2020,76592,Manuel,Dizel,Mavi,İzmir,785112,Sahibinden temiz 2020 model Fiat Lineia. Tüm bakımları zamanında yapılmıştır.
101321,2026-05-04,Hyundai,Accent Blue,2025,13847,Otomatik,Benzin,Beyaz,Antalya,1129229,Sahibinden temiz 2025 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
101322,2026-04-18,Volkswagen,Polo,2013,217038,Yarı Otomatik,Dizel,Beyaz,Adana,574443,Sahibinden temiz 2013 model Volkswagen Polo. Tüm bakımları zamanında yapılmıştır.
101323,2026-05-12,Volkswagen,Polo,2011,206423,Yarı Otomatik,Elektrik,Beyaz,Adana,490365,Sahibinden temiz 2011 model Volkswagen Polo. Tüm bakımları zamanında yapılmıştır.
101324,2026-04-18,Renault,Megane,2013,234240,Yarı Otomatik,Dizel,Mavi,İzmir,250000,Sahibinden temiz 2013 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
101325,2026-04-23,Mercedes-Benz,C Serisi,2019,139957,Manuel,Hibrit,Füme,Gaziantep,1440064,Sahibinden temiz 2019 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
101326,2026-04-18,Fiat,Egea,2013,192986,Otomatik,Dizel,Metalik Gri,Kocaeli,260521,Sahibinden temiz 2013 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
101327,2026-05-10,Renault,Symbol,2014,224420,Yarı Otomatik,LPG & Benzin,Beyaz,Bursa,263370,Sahibinden temiz 2014 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
101328,2026-04-22,Renault,Megane,2021,99709,Manuel,Hibrit,Kırmızı,Bursa,800436,Sahibinden temiz 2021 model Renault Megane. Tüm bakımları zamanında yapılmıştır.
101329,2026-05-13,Volkswagen,Golf,2013,136359,Otomatik,Elektrik,Gri (Gümüş),Kocaeli,695461,Sahibinden temiz 2013 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
101330,2026-05-03,Hyundai,i20,2019,102977,Yarı Otomatik,LPG & Benzin,Füme,Kocaeli,695534,Sahibinden temiz 2019 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
101331,2026-04-18,Renault,Symbol,2016,169183,Otomatik,Elektrik,Füme,İstanbul,446225,Sahibinden temiz 2016 model Renault Symbol. Tüm bakımları zamanında yapılmıştır.
101332,2026-05-10,Toyota,Yaris,2024,32457,Yarı Otomatik,Dizel,Kırmızı,Antalya,1401314,Sahibinden temiz 2024 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
101333,2026-04-21,Volkswagen,Polo,2023,37845,Otomatik,Benzin,Gri (Gümüş),Antalya,1343232,Sahibinden temiz 2023 model Volkswagen Polo. Tüm bakımları zamanında yapılmıştır.
101334,2026-05-09,Volkswagen,Tiguan,2013,206102,Yarı Otomatik,Elektrik,Beyaz,Antalya,590847,Sahibinden temiz 2013 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
101335,2026-04-20,Hyundai,Accent Blue,2017,137408,Otomatik,Elektrik,Metalik Gri,Gaziantep,543888,Sahibinden temiz 2017 model Hyundai Accent Blue. Tüm bakımları zamanında yapılmıştır.
101336,2026-05-12,Mercedes-Benz,E Serisi,2012,141774,Otomatik,Dizel,Metalik Gri,Kocaeli,1087339,Sahibinden temiz 2012 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
101337,2026-04-22,Fiat,Egea,2015,110214,Yarı Otomatik,Hibrit,Metalik Gri,Bursa,484679,Sahibinden temiz 2015 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
101338,2026-05-07,BMW,3 Serisi,2019,116910,Yarı Otomatik,Hibrit,Füme,Ankara,1474635,Sahibinden temiz 2019 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
101339,2026-05-07,BMW,5 Serisi,2011,160180,Manuel,Dizel,Siyah,İstanbul,1009730,Sahibinden temiz 2011 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
101340,2026-05-14,Toyota,Corolla,2020,118880,Otomatik,Elektrik,Gri (Gümüş),Bursa,1071680,Sahibinden temiz 2020 model Toyota Corolla. Tüm bakımları zamanında yapılmıştır.
101341,2026-05-06,Fiat,Egea,2018,104256,Manuel,Elektrik,Siyah,Bursa,643616,Sahibinden temiz 2018 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
101342,2026-04-30,Toyota,Yaris,2023,53189,Yarı Otomatik,Elektrik,Füme,Gaziantep,1320216,Sahibinden temiz 2023 model Toyota Yaris. Tüm bakımları zamanında yapılmıştır.
101343,2026-04-24,Fiat,Punto,2015,137551,Otomatik,LPG & Benzin,Siyah,Adana,443673,Sahibinden temiz 2015 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
101344,2026-05-15,Volkswagen,Passat,2017,92683,Yarı Otomatik,Elektrik,Siyah,Kocaeli,960975,Sahibinden temiz 2017 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
101345,2026-05-15,Fiat,Punto,2019,69546,Otomatik,LPG & Benzin,Füme,İzmir,745681,Sahibinden temiz 2019 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
101346,2026-04-24,Mercedes-Benz,A Serisi,2025,28941,Manuel,Dizel,Gri (Gümüş),Antalya,1906588,Sahibinden temiz 2025 model Mercedes-Benz A Serisi. Tüm bakımları zamanında yapılmıştır.
101347,2026-05-09,BMW,3 Serisi,2025,30313,Yarı Otomatik,Elektrik,Beyaz,Bursa,1904530,Sahibinden temiz 2025 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
101348,2026-04-27,Mercedes-Benz,E Serisi,2010,197821,Otomatik,Dizel,Siyah,İzmir,903268,Sahibinden temiz 2010 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
101349,2026-04-17,BMW,1 Serisi,2014,209611,Otomatik,LPG & Benzin,Siyah,Kocaeli,1085583,Sahibinden temiz 2014 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
101350,2026-04-17,Mercedes-Benz,C Serisi,2015,168412,Manuel,Hibrit,Beyaz,İstanbul,1197382,Sahibinden temiz 2015 model Mercedes-Benz C Serisi. Tüm bakımları zamanında yapılmıştır.
101351,2026-04-16,BMW,5 Serisi,2013,230654,Yarı Otomatik,Benzin,Siyah,Gaziantep,1004019,Sahibinden temiz 2013 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
101352,2026-05-03,Hyundai,i30,2012,221979,Manuel,Hibrit,Gri (Gümüş),Adana,250000,Sahibinden temiz 2012 model Hyundai i30. Tüm bakımları zamanında yapılmıştır.
101353,2026-04-23,BMW,5 Serisi,2023,59371,Manuel,Benzin,Beyaz,Kocaeli,1760943,Sahibinden temiz 2023 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
101354,2026-05-11,Fiat,Punto,2019,142560,Manuel,Dizel,Füme,Gaziantep,636160,Sahibinden temiz 2019 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
101355,2026-04-22,BMW,5 Serisi,2018,84210,Yarı Otomatik,Elektrik,Siyah,Antalya,1473685,Sahibinden temiz 2018 model BMW 5 Serisi. Tüm bakımları zamanında yapılmıştır.
101356,2026-04-17,Volkswagen,Tiguan,2021,73404,Yarı Otomatik,Hibrit,Siyah,Bursa,1189894,Sahibinden temiz 2021 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
101357,2026-04-16,Volkswagen,Passat,2014,151799,Yarı Otomatik,Benzin,Kırmızı,Antalya,722301,Sahibinden temiz 2014 model Volkswagen Passat. Tüm bakımları zamanında yapılmıştır.
101358,2026-04-16,BMW,3 Serisi,2025,17765,Manuel,LPG & Benzin,Mavi,Ankara,1923352,Sahibinden temiz 2025 model BMW 3 Serisi. Tüm bakımları zamanında yapılmıştır.
101359,2026-04-18,Renault,Clio,2017,179360,Manuel,LPG & Benzin,Gri (Gümüş),İzmir,480960,Sahibinden temiz 2017 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
101360,2026-05-06,Mercedes-Benz,E Serisi,2019,108109,Yarı Otomatik,Dizel,Kırmızı,İstanbul,1487836,Sahibinden temiz 2019 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
101361,2026-04-27,Fiat,Egea,2017,121969,Otomatik,Dizel,Siyah,Ankara,567046,Sahibinden temiz 2017 model Fiat Egea. Tüm bakımları zamanında yapılmıştır.
101362,2026-05-12,Fiat,Punto,2015,210754,Manuel,Hibrit,Gri (Gümüş),Adana,333869,Sahibinden temiz 2015 model Fiat Punto. Tüm bakımları zamanında yapılmıştır.
101363,2026-05-14,Hyundai,i20,2012,240851,Yarı Otomatik,Hibrit,Beyaz,Adana,250000,Sahibinden temiz 2012 model Hyundai i20. Tüm bakımları zamanında yapılmıştır.
101364,2026-04-16,Fiat,Lineia,2017,102995,Manuel,LPG & Benzin,Gri (Gümüş),İzmir,595507,Sahibinden temiz 2017 model Fiat Lineia. Tüm bakımları zamanında yapılmıştır.
101365,2026-05-15,Hyundai,i30,2010,154336,Manuel,Benzin,Mavi,İzmir,250000,Sahibinden temiz 2010 model Hyundai i30. Tüm bakımları zamanında yapılmıştır.
101366,2026-04-17,BMW,1 Serisi,2019,127552,Yarı Otomatik,Hibrit,Mavi,Adana,1458672,Sahibinden temiz 2019 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
101367,2026-04-22,BMW,1 Serisi,2017,163156,Manuel,Hibrit,Siyah,Antalya,1305266,Sahibinden temiz 2017 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
101368,2026-04-29,Renault,Clio,2012,233338,Yarı Otomatik,Elektrik,Kırmızı,Ankara,250000,Sahibinden temiz 2012 model Renault Clio. Tüm bakımları zamanında yapılmıştır.
101369,2026-05-03,Hyundai,Tucson,2016,198970,Manuel,Benzin,Beyaz,İzmir,401545,Sahibinden temiz 2016 model Hyundai Tucson. Tüm bakımları zamanında yapılmıştır.
101370,2026-04-23,Volkswagen,Tiguan,2018,110616,Otomatik,Dizel,Mavi,Kocaeli,984076,Sahibinden temiz 2018 model Volkswagen Tiguan. Tüm bakımları zamanında yapılmıştır.
101371,2026-04-30,BMW,1 Serisi,2015,169438,Otomatik,Elektrik,Metalik Gri,İstanbul,1195843,Sahibinden temiz 2015 model BMW 1 Serisi. Tüm bakımları zamanında yapılmıştır.
101372,2026-05-02,Volkswagen,Golf,2015,169128,Yarı Otomatik,Dizel,Metalik Gri,Ankara,746308,Sahibinden temiz 2015 model Volkswagen Golf. Tüm bakımları zamanında yapılmıştır.
101373,2026-04-23,Mercedes-Benz,E Serisi,2015,179792,Manuel,Dizel,Siyah,Ankara,1180312,Sahibinden temiz 2015 model Mercedes-Benz E Serisi. Tüm bakımları zamanında yapılmıştır.
